Id,sim_product
724.0,118624.0
737.0,368941.0
775.0,350205.0
789.0,12828.0
813.0,347142.0
813.0,151166.0
813.0,368327.0
813.0,155739.0
814.0,140390.0
818.0,442929.0
824.0,29284.0
824.0,220954.0
824.0,185287.0
824.0,458345.0
829.0,197684.0
829.0,319615.0
837.0,9957.0
837.0,120183.0
837.0,235146.0
837.0,293721.0
837.0,228765.0
838.0,61666.0
846.0,18173.0
846.0,30410.0
846.0,169199.0
849.0,488622.0
849.0,202773.0
849.0,211049.0
860.0,9017.0
860.0,149583.0
860.0,491042.0
863.0,241157.0
863.0,162283.0
863.0,482263.0
863.0,347579.0
863.0,53885.0
888.0,159630.0
888.0,245137.0
908.0,42294.0
908.0,173351.0
908.0,454186.0
915.0,392988.0
915.0,446957.0
915.0,334254.0
924.0,185616.0
924.0,30018.0
924.0,66628.0
924.0,414973.0
938.0,212476.0
938.0,144817.0
938.0,280279.0
938.0,31674.0
955.0,279707.0
955.0,414805.0
968.0,37149.0
968.0,66938.0
968.0,63124.0
976.0,62045.0
976.0,282321.0
976.0,263733.0
981.0,154264.0
981.0,507212.0
981.0,159985.0
986.0,195213.0
986.0,54193.0
986.0,167792.0
986.0,77305.0
989.0,298205.0
989.0,373815.0
1011.0,270841.0
1011.0,337096.0
1019.0,56606.0
1022.0,346332.0
1022.0,528497.0
1038.0,505487.0
1038.0,408095.0
1038.0,313751.0
1038.0,252171.0
1042.0,406342.0
1042.0,298963.0
1051.0,371945.0
1051.0,67710.0
1051.0,235626.0
1098.0,209917.0
1098.0,391207.0
1098.0,360562.0
1103.0,419139.0
1110.0,475098.0
1110.0,414252.0
1110.0,14309.0
1113.0,249096.0
1113.0,166185.0
1113.0,540964.0
1131.0,519463.0
1131.0,102278.0
1136.0,367855.0
1136.0,100292.0
1136.0,183938.0
1136.0,155079.0
1139.0,496665.0
1139.0,485626.0
1143.0,120153.0
1143.0,95565.0
1143.0,508358.0
1143.0,162498.0
1151.0,190015.0
1151.0,109379.0
1151.0,504682.0
1151.0,84863.0
1151.0,59997.0
1159.0,18547.0
1159.0,446049.0
1159.0,537808.0
1165.0,359489.0
1165.0,87174.0
1165.0,244004.0
1165.0,220967.0
1165.0,335281.0
1172.0,164177.0
1172.0,86721.0
1172.0,85129.0
1172.0,14989.0
1201.0,122619.0
1201.0,113376.0
1201.0,4047.0
1201.0,11530.0
1203.0,395467.0
1203.0,165318.0
1203.0,171420.0
1203.0,281662.0
1203.0,155944.0
1212.0,45058.0
1212.0,104166.0
1212.0,484543.0
1212.0,29543.0
1214.0,65686.0
1214.0,383780.0
1227.0,129165.0
1227.0,91749.0
1249.0,464399.0
1249.0,459816.0
1249.0,517020.0
1249.0,254774.0
1255.0,524958.0
1255.0,81517.0
1255.0,473152.0
1255.0,214824.0
1255.0,372793.0
1269.0,156151.0
1269.0,198061.0
1269.0,445208.0
1269.0,485156.0
1275.0,81116.0
1275.0,484089.0
1280.0,528883.0
1280.0,518787.0
1280.0,509775.0
1297.0,391416.0
1297.0,84744.0
1297.0,510671.0
1298.0,66182.0
1298.0,47919.0
1298.0,278180.0
1304.0,384632.0
1304.0,156158.0
1304.0,342527.0
1304.0,189803.0
1304.0,101747.0
1314.0,345064.0
1316.0,252559.0
1322.0,218300.0
1322.0,449378.0
1329.0,284308.0
1338.0,40905.0
1338.0,420270.0
1338.0,85402.0
1344.0,65349.0
1344.0,458058.0
1344.0,489737.0
1346.0,521413.0
1354.0,395183.0
1354.0,291324.0
1371.0,376316.0
1371.0,339427.0
1371.0,29402.0
1371.0,3771.0
1376.0,484670.0
1376.0,5858.0
1376.0,334613.0
1376.0,322492.0
1380.0,150402.0
1380.0,210261.0
1380.0,66732.0
1391.0,28954.0
1391.0,326335.0
1394.0,376763.0
1394.0,474418.0
1394.0,351319.0
1415.0,380529.0
1415.0,287226.0
1415.0,458028.0
1415.0,327709.0
1415.0,414488.0
1421.0,525649.0
1421.0,277731.0
1433.0,185979.0
1437.0,47317.0
1437.0,235522.0
1441.0,332400.0
1441.0,337397.0
1441.0,183242.0
1461.0,194384.0
1461.0,224024.0
1461.0,44358.0
1468.0,38581.0
1468.0,63176.0
1472.0,90027.0
1472.0,462313.0
1472.0,143265.0
1472.0,486922.0
1472.0,69979.0
1489.0,237314.0
1493.0,129893.0
1493.0,175361.0
1505.0,425567.0
1505.0,415409.0
1505.0,194824.0
1505.0,394660.0
1522.0,457212.0
1522.0,94739.0
1522.0,191844.0
1522.0,231230.0
1522.0,332389.0
1530.0,524043.0
1530.0,268760.0
1550.0,389182.0
1550.0,137948.0
1550.0,219942.0
1550.0,461129.0
1553.0,235574.0
1553.0,313521.0
1553.0,62876.0
1553.0,151275.0
1571.0,142123.0
1571.0,54174.0
1571.0,483426.0
1590.0,111466.0
1590.0,389500.0
1615.0,75831.0
1644.0,66858.0
1644.0,328084.0
1644.0,319702.0
1673.0,442068.0
1673.0,294337.0
1732.0,124708.0
1732.0,160095.0
1732.0,321278.0
1740.0,183483.0
1752.0,273949.0
1752.0,90821.0
1752.0,67114.0
1756.0,371972.0
1756.0,509907.0
1756.0,279019.0
1758.0,213422.0
1784.0,136256.0
1784.0,101237.0
1797.0,433538.0
1797.0,49003.0
1797.0,476581.0
1798.0,215518.0
1798.0,468568.0
1798.0,67432.0
1798.0,165369.0
1798.0,218586.0
1806.0,35472.0
1806.0,393054.0
1809.0,117078.0
1810.0,477294.0
1817.0,280625.0
1817.0,468669.0
1820.0,477808.0
1820.0,537745.0
1820.0,167642.0
1820.0,516947.0
1820.0,394137.0
1822.0,285611.0
1822.0,386841.0
1829.0,275041.0
1829.0,299409.0
1829.0,107852.0
1829.0,197732.0
1836.0,433512.0
1836.0,138140.0
1836.0,43740.0
1838.0,228272.0
1839.0,531483.0
1839.0,72263.0
1843.0,193881.0
1843.0,458358.0
1843.0,505265.0
1844.0,117151.0
1844.0,302565.0
1850.0,270494.0
1850.0,165437.0
1851.0,27122.0
1851.0,323660.0
1853.0,189748.0
1859.0,143320.0
1859.0,14571.0
1864.0,121194.0
1864.0,91542.0
1865.0,114505.0
1865.0,20721.0
1872.0,30562.0
1872.0,374435.0
1872.0,449838.0
1896.0,321061.0
1907.0,74515.0
1907.0,519998.0
1922.0,286757.0
1922.0,48217.0
1945.0,13039.0
1945.0,390811.0
1945.0,442392.0
1945.0,75259.0
1948.0,316475.0
1955.0,35608.0
1955.0,418921.0
1955.0,121618.0
1955.0,471047.0
1959.0,523332.0
1959.0,88880.0
1959.0,227873.0
1959.0,473692.0
1962.0,483095.0
1962.0,167602.0
1969.0,321808.0
1969.0,148775.0
1969.0,278985.0
1969.0,295694.0
1971.0,262583.0
1971.0,414394.0
1971.0,321973.0
1974.0,61288.0
1974.0,455902.0
1974.0,490182.0
1974.0,223835.0
1975.0,245157.0
1975.0,423813.0
1975.0,476898.0
1975.0,60460.0
1975.0,59288.0
1976.0,289571.0
1976.0,537619.0
1976.0,252981.0
1981.0,525873.0
1981.0,16781.0
1981.0,239737.0
1985.0,499390.0
1985.0,186164.0
1985.0,303720.0
1985.0,481949.0
1996.0,411619.0
1996.0,11886.0
1996.0,293843.0
1996.0,62294.0
1997.0,310425.0
1997.0,355108.0
1997.0,478821.0
2001.0,37727.0
2001.0,521289.0
2005.0,181772.0
2005.0,33671.0
2005.0,515668.0
2026.0,518236.0
2032.0,146311.0
2032.0,361693.0
2032.0,459391.0
2032.0,248586.0
2047.0,91717.0
2047.0,130861.0
2047.0,425178.0
2054.0,148734.0
2054.0,74554.0
2054.0,423632.0
2055.0,320335.0
2055.0,178386.0
2057.0,468109.0
2057.0,145569.0
2071.0,522458.0
2073.0,30994.0
2073.0,270494.0
2073.0,165437.0
2085.0,21642.0
2085.0,534655.0
2085.0,223550.0
2117.0,104366.0
2117.0,75848.0
2117.0,28123.0
2117.0,158327.0
2118.0,293553.0
2118.0,460965.0
2118.0,523893.0
2118.0,387469.0
2119.0,221357.0
2119.0,458290.0
2119.0,199418.0
2119.0,285975.0
2144.0,116351.0
2144.0,383159.0
2144.0,219318.0
2145.0,386031.0
2145.0,231120.0
2145.0,421306.0
2145.0,469800.0
2152.0,328116.0
2152.0,68277.0
2152.0,99241.0
2155.0,69242.0
2155.0,73729.0
2155.0,430257.0
2161.0,239327.0
2161.0,521156.0
2173.0,90833.0
2182.0,273578.0
2182.0,71687.0
2182.0,163971.0
2182.0,34193.0
2183.0,540277.0
2183.0,422433.0
2186.0,33247.0
2186.0,57678.0
2186.0,478169.0
2186.0,417798.0
2194.0,76170.0
2194.0,231334.0
2194.0,393915.0
2197.0,277401.0
2197.0,410805.0
2197.0,302533.0
2200.0,235832.0
2200.0,20136.0
2200.0,160412.0
2210.0,440034.0
2210.0,210262.0
2210.0,77038.0
2210.0,95038.0
2222.0,331581.0
2228.0,326960.0
2228.0,321035.0
2228.0,84567.0
2228.0,303944.0
2229.0,501444.0
2229.0,136011.0
2229.0,502784.0
2229.0,179896.0
2229.0,468285.0
2236.0,144817.0
2259.0,366340.0
2259.0,299971.0
2270.0,467075.0
2274.0,259222.0
2274.0,13280.0
2274.0,286318.0
2274.0,261919.0
2279.0,296002.0
2279.0,260771.0
2279.0,393998.0
2279.0,79987.0
2285.0,9975.0
2285.0,55512.0
2296.0,389926.0
2322.0,301879.0
2323.0,101341.0
2323.0,64363.0
2323.0,12058.0
2326.0,290745.0
2326.0,120645.0
2326.0,518321.0
2326.0,63356.0
2339.0,158562.0
2339.0,34710.0
2339.0,437083.0
2341.0,62424.0
2343.0,327722.0
2343.0,47262.0
2345.0,317002.0
2345.0,24815.0
2345.0,421267.0
2345.0,130142.0
2346.0,348016.0
2346.0,51287.0
2348.0,445171.0
2365.0,95630.0
2365.0,182336.0
2365.0,40714.0
2365.0,45710.0
2379.0,450699.0
2390.0,392579.0
2390.0,108020.0
2397.0,167051.0
2397.0,243957.0
2412.0,292545.0
2412.0,276739.0
2412.0,339114.0
2418.0,47637.0
2418.0,492108.0
2418.0,497110.0
2418.0,492406.0
2418.0,495971.0
2419.0,46396.0
2419.0,42392.0
2419.0,452043.0
2419.0,428512.0
2423.0,79676.0
2423.0,54379.0
2423.0,133271.0
2423.0,332953.0
2423.0,110214.0
2426.0,424940.0
2441.0,204423.0
2441.0,227893.0
2443.0,61035.0
2443.0,396104.0
2443.0,371664.0
2448.0,519019.0
2448.0,218239.0
2463.0,272402.0
2463.0,345006.0
2463.0,461026.0
2463.0,191277.0
2463.0,92418.0
2468.0,335291.0
2469.0,275973.0
2469.0,338132.0
2470.0,343415.0
2470.0,376208.0
2470.0,387899.0
2483.0,25764.0
2484.0,117805.0
2484.0,49591.0
2484.0,17046.0
2484.0,437527.0
2486.0,458993.0
2498.0,116271.0
2498.0,79694.0
2498.0,415762.0
2498.0,354828.0
2498.0,479225.0
2501.0,89583.0
2501.0,448921.0
2501.0,9363.0
2501.0,407765.0
2501.0,377369.0
2505.0,132804.0
2505.0,415179.0
2505.0,467569.0
2505.0,72022.0
2505.0,269394.0
2515.0,261030.0
2515.0,92761.0
2515.0,417173.0
2515.0,391311.0
2531.0,506500.0
2531.0,334576.0
2531.0,515729.0
2531.0,11967.0
2534.0,388212.0
2534.0,186854.0
2534.0,201852.0
2534.0,364459.0
2534.0,221091.0
2549.0,511667.0
2549.0,446315.0
2549.0,462060.0
2549.0,423611.0
2552.0,441440.0
2552.0,160568.0
2552.0,492096.0
2552.0,133606.0
2552.0,216868.0
2555.0,317053.0
2555.0,40244.0
2555.0,199628.0
2555.0,332882.0
2555.0,145964.0
2558.0,116647.0
2558.0,540390.0
2558.0,84714.0
2563.0,175062.0
2563.0,200066.0
2563.0,283876.0
2572.0,155143.0
2572.0,456347.0
2578.0,354836.0
2578.0,330568.0
2578.0,460076.0
2578.0,536752.0
2594.0,170466.0
2594.0,183621.0
2607.0,467057.0
2607.0,342985.0
2607.0,40724.0
2607.0,328651.0
2614.0,363977.0
2614.0,319437.0
2614.0,301925.0
2631.0,533272.0
2652.0,422257.0
2652.0,516216.0
2652.0,453989.0
2652.0,108160.0
2652.0,437391.0
2657.0,114902.0
2657.0,47569.0
2658.0,20990.0
2658.0,376047.0
2658.0,72173.0
2658.0,350073.0
2658.0,518614.0
2661.0,106268.0
2661.0,486999.0
2661.0,295204.0
2663.0,103632.0
2663.0,307429.0
2663.0,228903.0
2681.0,399916.0
2681.0,467830.0
2689.0,194427.0
2689.0,12838.0
2689.0,460107.0
2689.0,383555.0
2700.0,495309.0
2700.0,193368.0
2705.0,403655.0
2730.0,476172.0
2730.0,78494.0
2741.0,482748.0
2741.0,68037.0
2741.0,331259.0
2741.0,272888.0
2749.0,273824.0
2749.0,360245.0
2749.0,298306.0
2749.0,124179.0
2749.0,342998.0
2773.0,485168.0
2773.0,229354.0
2773.0,529667.0
2773.0,177513.0
2777.0,87164.0
2778.0,331042.0
2778.0,161602.0
2788.0,352488.0
2788.0,525295.0
2788.0,3458.0
2788.0,262351.0
2788.0,460072.0
2792.0,77305.0
2792.0,469242.0
2792.0,415953.0
2792.0,378201.0
2806.0,86759.0
2806.0,119426.0
2806.0,524711.0
2806.0,203802.0
2807.0,517564.0
2807.0,103611.0
2814.0,291117.0
2818.0,127185.0
2818.0,6995.0
2818.0,423520.0
2818.0,90274.0
2838.0,286251.0
2852.0,536108.0
2852.0,492398.0
2862.0,248971.0
2862.0,526295.0
2862.0,213707.0
2862.0,533566.0
2874.0,542079.0
2874.0,355111.0
2874.0,153408.0
2874.0,429825.0
2874.0,34778.0
2895.0,224204.0
2895.0,230312.0
2895.0,379283.0
2905.0,154518.0
2905.0,190732.0
2905.0,277032.0
2907.0,95757.0
2907.0,75791.0
2910.0,234882.0
2930.0,26306.0
2930.0,215729.0
2930.0,309756.0
2930.0,53586.0
2935.0,159870.0
2935.0,243758.0
2935.0,219109.0
2935.0,375325.0
2946.0,32229.0
2946.0,276302.0
2953.0,218701.0
2953.0,510073.0
2959.0,208358.0
2959.0,225665.0
2966.0,371460.0
2966.0,499120.0
2966.0,489304.0
2966.0,338968.0
2967.0,194827.0
2967.0,516281.0
2967.0,171814.0
2967.0,361172.0
2969.0,174080.0
2969.0,338163.0
2969.0,107647.0
2971.0,401323.0
2971.0,458991.0
2977.0,310612.0
2977.0,184768.0
2977.0,402540.0
2978.0,115410.0
2978.0,279426.0
2978.0,514903.0
2978.0,333599.0
2980.0,355370.0
2980.0,440342.0
2980.0,88477.0
2980.0,26075.0
2980.0,507922.0
2981.0,27932.0
2981.0,230599.0
3002.0,305344.0
3002.0,299463.0
3002.0,237137.0
3002.0,43375.0
3004.0,62274.0
3004.0,364022.0
3009.0,60279.0
3009.0,423090.0
3011.0,400667.0
3011.0,398803.0
3011.0,374870.0
3011.0,315195.0
3011.0,166940.0
3014.0,486380.0
3014.0,339589.0
3014.0,133499.0
3014.0,172600.0
3021.0,268527.0
3032.0,306602.0
3035.0,45401.0
3035.0,459934.0
3035.0,160851.0
3041.0,484089.0
3041.0,26611.0
3041.0,173004.0
3055.0,401821.0
3055.0,163982.0
3058.0,198016.0
3058.0,488824.0
3058.0,248901.0
3062.0,363097.0
3062.0,146964.0
3062.0,217102.0
3064.0,359689.0
3064.0,320977.0
3066.0,44578.0
3066.0,516100.0
3066.0,184866.0
3066.0,60897.0
3066.0,114293.0
3087.0,380495.0
3087.0,537581.0
3087.0,265679.0
3087.0,416789.0
3087.0,472030.0
3119.0,520867.0
3123.0,411093.0
3123.0,420629.0
3133.0,111602.0
3133.0,212674.0
3137.0,35954.0
3137.0,402356.0
3137.0,467132.0
3137.0,130478.0
3137.0,366073.0
3161.0,54256.0
3161.0,179574.0
3161.0,538121.0
3161.0,30178.0
3163.0,321105.0
3163.0,226613.0
3163.0,429545.0
3167.0,351283.0
3167.0,341557.0
3167.0,299866.0
3167.0,342240.0
3167.0,61009.0
3168.0,160364.0
3168.0,364716.0
3168.0,78995.0
3168.0,378734.0
3168.0,115925.0
3177.0,415407.0
3177.0,473666.0
3177.0,510009.0
3177.0,337524.0
3191.0,138608.0
3191.0,536770.0
3191.0,101647.0
3191.0,181447.0
3203.0,482230.0
3210.0,149495.0
3210.0,75287.0
3210.0,383250.0
3217.0,538840.0
3217.0,496415.0
3217.0,25398.0
3217.0,414766.0
3217.0,295315.0
3220.0,175721.0
3220.0,343540.0
3220.0,328524.0
3220.0,462722.0
3220.0,220234.0
3222.0,399997.0
3226.0,294788.0
3226.0,536706.0
3226.0,348350.0
3226.0,243276.0
3226.0,490919.0
3231.0,461114.0
3231.0,369844.0
3239.0,75410.0
3245.0,86921.0
3245.0,225983.0
3245.0,497210.0
3245.0,529215.0
3247.0,48930.0
3247.0,361890.0
3247.0,46403.0
3250.0,69333.0
3250.0,471363.0
3250.0,164254.0
3250.0,260536.0
3255.0,183839.0
3259.0,384567.0
3259.0,25563.0
3259.0,156801.0
3259.0,327972.0
3261.0,372258.0
3261.0,72600.0
3261.0,513102.0
3261.0,457884.0
3268.0,81971.0
3268.0,538549.0
3268.0,496228.0
3270.0,417318.0
3270.0,34021.0
3270.0,77964.0
3270.0,328116.0
3273.0,279529.0
3283.0,73020.0
3287.0,332882.0
3287.0,524232.0
3298.0,355945.0
3302.0,406256.0
3302.0,13397.0
3302.0,231823.0
3302.0,58949.0
3302.0,130659.0
3304.0,399951.0
3304.0,182288.0
3306.0,80610.0
3322.0,85826.0
3322.0,225037.0
3322.0,408613.0
3322.0,43739.0
3329.0,97604.0
3337.0,358032.0
3352.0,242982.0
3352.0,285623.0
3352.0,395323.0
3352.0,199005.0
3363.0,221025.0
3363.0,69859.0
3363.0,388153.0
3363.0,199225.0
3364.0,301112.0
3364.0,157557.0
3364.0,97581.0
3364.0,375072.0
3371.0,324140.0
3371.0,158163.0
3371.0,217852.0
3371.0,279567.0
3374.0,338981.0
3374.0,31971.0
3374.0,4930.0
3374.0,192942.0
3378.0,19007.0
3378.0,186437.0
3391.0,416628.0
3391.0,367410.0
3391.0,474441.0
3421.0,87241.0
3421.0,21212.0
3421.0,212875.0
3427.0,442890.0
3427.0,22421.0
3427.0,130902.0
3428.0,167114.0
3428.0,18397.0
3428.0,178702.0
3428.0,528356.0
3431.0,54324.0
3431.0,394823.0
3431.0,15532.0
3431.0,384365.0
3438.0,196349.0
3438.0,313589.0
3439.0,361517.0
3439.0,487330.0
3439.0,18088.0
3442.0,219007.0
3442.0,60279.0
3442.0,524448.0
3442.0,229489.0
3444.0,450155.0
3444.0,216727.0
3444.0,37368.0
3452.0,203469.0
3452.0,496602.0
3452.0,417189.0
3454.0,55399.0
3454.0,400150.0
3454.0,406863.0
3458.0,262351.0
3458.0,239107.0
3458.0,231855.0
3458.0,57583.0
3458.0,525295.0
3466.0,493035.0
3466.0,173869.0
3466.0,121904.0
3468.0,493174.0
3468.0,483844.0
3472.0,180650.0
3472.0,108437.0
3472.0,489619.0
3475.0,227844.0
3475.0,501444.0
3475.0,179896.0
3475.0,4517.0
3508.0,447115.0
3508.0,321796.0
3508.0,541014.0
3508.0,171708.0
3508.0,379947.0
3536.0,113046.0
3536.0,16825.0
3536.0,234406.0
3538.0,414632.0
3538.0,284096.0
3538.0,139844.0
3538.0,50816.0
3541.0,434859.0
3541.0,134586.0
3541.0,52321.0
3541.0,311424.0
3545.0,496283.0
3569.0,396758.0
3569.0,90423.0
3569.0,16219.0
3570.0,268767.0
3570.0,244274.0
3570.0,249370.0
3570.0,473342.0
3585.0,521301.0
3588.0,64851.0
3588.0,110032.0
3588.0,495079.0
3594.0,238516.0
3594.0,116770.0
3594.0,308092.0
3612.0,54531.0
3612.0,206435.0
3616.0,219265.0
3616.0,531385.0
3616.0,197372.0
3616.0,172286.0
3619.0,464395.0
3619.0,181257.0
3619.0,346084.0
3620.0,431104.0
3620.0,403877.0
3624.0,114500.0
3624.0,22540.0
3624.0,521298.0
3633.0,201447.0
3633.0,233156.0
3640.0,517508.0
3640.0,51002.0
3664.0,359042.0
3664.0,180490.0
3664.0,508220.0
3664.0,54471.0
3664.0,205201.0
3666.0,435772.0
3666.0,175853.0
3666.0,313538.0
3666.0,254697.0
3670.0,540443.0
3670.0,152841.0
3670.0,468534.0
3676.0,521156.0
3676.0,186285.0
3676.0,77643.0
3687.0,507862.0
3693.0,430936.0
3693.0,6995.0
3718.0,376926.0
3718.0,346044.0
3718.0,352922.0
3718.0,240297.0
3718.0,424830.0
3729.0,373271.0
3729.0,126920.0
3729.0,318903.0
3729.0,394894.0
3737.0,476546.0
3737.0,532261.0
3737.0,377933.0
3750.0,349612.0
3750.0,420660.0
3750.0,12548.0
3752.0,225196.0
3752.0,470118.0
3752.0,451085.0
3752.0,335667.0
3755.0,267295.0
3755.0,349233.0
3755.0,38619.0
3755.0,247930.0
3755.0,5158.0
3758.0,458248.0
3758.0,419036.0
3766.0,272396.0
3766.0,433177.0
3766.0,82625.0
3766.0,246418.0
3769.0,444545.0
3771.0,211231.0
3771.0,144939.0
3771.0,1371.0
3771.0,277769.0
3771.0,302166.0
3772.0,18505.0
3772.0,191483.0
3780.0,298959.0
3780.0,484148.0
3783.0,347414.0
3783.0,482885.0
3783.0,26684.0
3783.0,337869.0
3785.0,475375.0
3787.0,281037.0
3795.0,487094.0
3809.0,392225.0
3809.0,101459.0
3809.0,40538.0
3811.0,241508.0
3811.0,108475.0
3811.0,298026.0
3828.0,36172.0
3828.0,235574.0
3828.0,62876.0
3828.0,62887.0
3828.0,422774.0
3829.0,483568.0
3829.0,540990.0
3829.0,336909.0
3829.0,224008.0
3829.0,334995.0
3831.0,518972.0
3831.0,40474.0
3831.0,23153.0
3831.0,457775.0
3832.0,462851.0
3832.0,389766.0
3832.0,232261.0
3836.0,510297.0
3840.0,517011.0
3840.0,300899.0
3840.0,449089.0
3844.0,103461.0
3848.0,348306.0
3850.0,38731.0
3850.0,332908.0
3850.0,311508.0
3850.0,229019.0
3850.0,35115.0
3858.0,341570.0
3858.0,35512.0
3858.0,98756.0
3858.0,537519.0
3861.0,291320.0
3879.0,294927.0
3879.0,506180.0
3879.0,521288.0
3902.0,33690.0
3902.0,429788.0
3902.0,154855.0
3909.0,523256.0
3909.0,465209.0
3909.0,140752.0
3915.0,365228.0
3915.0,300322.0
3915.0,515649.0
3915.0,282996.0
3920.0,197487.0
3920.0,493484.0
3920.0,444768.0
3921.0,524600.0
3921.0,451276.0
3921.0,444931.0
3921.0,379404.0
3943.0,60116.0
3943.0,267880.0
3943.0,145995.0
3943.0,53575.0
3944.0,447305.0
3944.0,327972.0
3947.0,9510.0
3947.0,265578.0
3947.0,322400.0
3964.0,226378.0
3964.0,273048.0
3973.0,139258.0
3982.0,540888.0
3982.0,285268.0
3982.0,211237.0
3990.0,529162.0
3990.0,509977.0
3990.0,483531.0
3990.0,533319.0
3990.0,503670.0
4002.0,364557.0
4002.0,59186.0
4005.0,474167.0
4005.0,282981.0
4005.0,97674.0
4005.0,72733.0
4005.0,493578.0
4008.0,445241.0
4014.0,261410.0
4014.0,275671.0
4034.0,152013.0
4034.0,229357.0
4034.0,39748.0
